compliance_id,client_id,compliance_type,due_date,completion_date,status,risk_score,regulatory_body,penalty_amount,remediation_required
COMP200800,CL102434,AML,26/01/2023,28/01/2023,Compliant,2.64,Income_Tax,0.0,No
COMP200801,CL106486,AML,18/01/2023,22/01/2023,Compliant,1.56,FIU,0.0,No
COMP200802,CL115252,disclosure,29/08/2023,29/08/2023,Compliant,1.85,FIU,0.0,No
COMP200803,CL101415,KYC,09/03/2023,12/03/2023,Compliant,2.99,RBI,0.0,No
COMP200804,CL110840,tax_reporting,12/11/2024,08/11/2024,Compliant,3.38,FIU,0.0,No
COMP200805,CL100161,disclosure,23/03/2021,23/03/2021,Compliant,2.2,FIU,0.0,No
COMP200806,CL107491,KYC,19/08/2023,21/08/2023,Compliant,1.53,RBI,0.0,No
COMP200807,CL105741,KYC,09/08/2022,07/08/2022,Compliant,3.63,SEBI,0.0,No
COMP200808,CL102235,KYC,21/03/2021,20/03/2021,Compliant,1.84,Income_Tax,0.0,No
COMP200809,CL118679,KYC,31/08/2024,26/08/2024,Compliant,3.88,RBI,0.0,No
COMP200810,CL108524,KYC,26/06/2022,30/06/2022,Compliant,2.64,FIU,0.0,No
COMP200811,CL113049,disclosure,15/04/2023,16/04/2023,Compliant,1.11,FIU,0.0,No
COMP200812,CL108788,KYC,21/02/2025,23/02/2025,Compliant,1.18,SEBI,0.0,No
COMP200813,CL103497,tax_reporting,10/08/2022,14/08/2022,Compliant,3.91,FIU,0.0,No
COMP200814,CL109044,disclosure,25/10/2024,30/10/2024,Compliant,3.86,Income_Tax,0.0,No
COMP200815,CL115651,disclosure,09/02/2021,11/02/2021,Compliant,3.49,RBI,0.0,No
COMP200816,CL112756,AML,23/02/2024,23/02/2024,Compliant,1.8,FIU,0.0,No
COMP200817,CL105153,AML,08/02/2023,08/02/2023,Compliant,1.91,Income_Tax,0.0,No
COMP200818,CL101700,disclosure,01/06/2024,27/05/2024,Compliant,3.92,RBI,0.0,No
COMP200819,CL116403,KYC,25/04/2025,28/04/2025,Compliant,2.76,FIU,0.0,No
COMP200820,CL106553,KYC,11/07/2022,09/07/2022,Compliant,3.44,FIU,0.0,No
COMP200821,CL118209,tax_reporting,02/07/2022,03/07/2022,Compliant,1.1,SEBI,0.0,No
COMP200822,CL107199,tax_reporting,11/07/2022,09/07/2022,Compliant,1.5,SEBI,0.0,No
COMP200823,CL113926,KYC,05/06/2021,03/06/2021,Compliant,3.71,Income_Tax,0.0,No
COMP200824,CL102650,AML,31/10/2022,04/11/2022,Compliant,3.95,FIU,0.0,No
COMP200825,CL106103,disclosure,07/09/2023,03/09/2023,Compliant,3.84,FIU,0.0,No
COMP200826,CL112596,KYC,04/06/2024,03/06/2024,Compliant,3.76,FIU,0.0,No
COMP200827,CL100956,KYC,21/07/2023,,Pending,5.82,RBI,0.0,Yes
COMP200828,CL115936,KYC,12/04/2023,11/04/2023,Compliant,1.12,Income_Tax,0.0,No
COMP200829,CL113247,disclosure,16/10/2021,19/10/2021,Compliant,2.97,SEBI,0.0,No
COMP200830,CL104133,KYC,30/07/2023,28/07/2023,Compliant,1.39,SEBI,0.0,No
COMP200831,CL111544,AML,16/12/2022,18/12/2022,Compliant,3.06,SEBI,0.0,No
COMP200832,CL112646,tax_reporting,16/05/2021,14/05/2021,Compliant,1.37,RBI,0.0,No
COMP200833,CL113252,tax_reporting,04/01/2025,30/12/2024,Compliant,1.8,SEBI,0.0,No
COMP200834,CL111429,AML,09/08/2023,,Pending,4.1,FIU,0.0,Yes
COMP200835,CL112626,KYC,04/01/2023,02/01/2023,Compliant,3.77,SEBI,0.0,No
COMP200836,CL115136,AML,08/07/2023,13/07/2023,Compliant,2.24,Income_Tax,0.0,No
COMP200837,CL114051,tax_reporting,19/11/2024,23/11/2024,Compliant,1.08,RBI,0.0,No
COMP200838,CL100294,tax_reporting,11/07/2022,13/07/2022,Compliant,1.48,Income_Tax,0.0,No
COMP200839,CL106913,tax_reporting,04/07/2022,05/07/2022,Compliant,3.44,SEBI,0.0,No
COMP200840,CL111787,tax_reporting,30/07/2023,04/08/2023,Compliant,3.84,RBI,0.0,No
COMP200841,CL115179,AML,30/11/2024,25/11/2024,Compliant,2.21,FIU,0.0,No
COMP200842,CL103568,disclosure,18/06/2023,23/06/2023,Compliant,2.6,SEBI,0.0,No
COMP200843,CL103294,disclosure,25/06/2023,29/06/2023,Compliant,3.31,FIU,0.0,No
COMP200844,CL100627,disclosure,10/06/2021,05/06/2021,Compliant,1.92,RBI,0.0,No
COMP200845,CL100861,KYC,11/08/2023,08/08/2023,Compliant,3.69,SEBI,0.0,No
COMP200846,CL102985,AML,28/04/2021,01/05/2021,Compliant,3.24,SEBI,0.0,No
COMP200847,CL104796,tax_reporting,02/08/2021,07/08/2021,Compliant,1.72,SEBI,0.0,No
COMP200848,CL109448,tax_reporting,26/05/2024,27/05/2024,Compliant,3.32,SEBI,0.0,No
COMP200849,CL116400,AML,22/04/2025,17/04/2025,Compliant,3.31,Income_Tax,0.0,No
COMP200850,CL113713,tax_reporting,13/08/2024,15/08/2024,Compliant,1.51,SEBI,0.0,No
COMP200851,CL118052,KYC,31/03/2022,,Pending,4.4,RBI,0.0,Yes
COMP200852,CL101229,disclosure,21/03/2024,26/04/2024,Non_compliant,9.76,RBI,18628.11,Yes
COMP200853,CL104726,tax_reporting,09/04/2024,07/04/2024,Compliant,3.18,SEBI,0.0,No
COMP200854,CL100478,disclosure,28/11/2022,03/12/2022,Compliant,1.21,FIU,0.0,No
COMP200855,CL115043,disclosure,05/07/2025,10/07/2025,Compliant,1.26,Income_Tax,0.0,No
COMP200856,CL105608,KYC,08/07/2024,12/07/2024,Compliant,2.92,RBI,0.0,No
COMP200857,CL112133,disclosure,14/10/2024,13/10/2024,Compliant,3.44,Income_Tax,0.0,No
COMP200858,CL118750,AML,21/07/2022,18/07/2022,Compliant,1.52,Income_Tax,0.0,No
COMP200859,CL119835,tax_reporting,24/02/2023,31/03/2023,Non_compliant,9.39,FIU,48858.08,Yes
COMP200860,CL110002,AML,29/05/2024,01/06/2024,Compliant,2.53,SEBI,0.0,No
COMP200861,CL111253,disclosure,23/09/2023,22/09/2023,Compliant,3.41,Income_Tax,0.0,No
COMP200862,CL105747,KYC,08/11/2023,04/11/2023,Compliant,1.23,Income_Tax,0.0,No
COMP200863,CL104219,AML,23/01/2022,25/01/2022,Compliant,1.72,FIU,0.0,No
COMP200864,CL118398,AML,20/03/2024,25/03/2024,Compliant,2.42,RBI,0.0,No
COMP200865,CL118078,KYC,14/09/2024,09/09/2024,Compliant,3.16,SEBI,0.0,No
COMP200866,CL107789,tax_reporting,13/03/2022,14/03/2022,Compliant,2.33,SEBI,0.0,No
COMP200867,CL105869,disclosure,06/10/2021,08/10/2021,Compliant,2.77,SEBI,0.0,No
COMP200868,CL111968,AML,09/09/2024,06/09/2024,Compliant,1.6,RBI,0.0,No
COMP200869,CL101780,tax_reporting,15/02/2023,11/02/2023,Compliant,2.07,Income_Tax,0.0,No
COMP200870,CL117116,tax_reporting,03/01/2023,,Pending,6.96,FIU,0.0,Yes
COMP200871,CL107392,KYC,11/01/2021,,Pending,4.72,Income_Tax,0.0,Yes
COMP200872,CL105289,KYC,10/03/2023,08/03/2023,Compliant,1.57,Income_Tax,0.0,No
COMP200873,CL112175,disclosure,20/03/2021,,Pending,6.15,FIU,0.0,Yes
COMP200874,CL112573,KYC,14/11/2023,11/11/2023,Compliant,3.14,Income_Tax,0.0,No
COMP200875,CL113959,disclosure,17/05/2024,16/05/2024,Compliant,2.89,RBI,0.0,No
COMP200876,CL113964,AML,10/07/2025,15/07/2025,Compliant,3.56,SEBI,0.0,No
COMP200877,CL119263,KYC,31/07/2023,30/07/2023,Compliant,2.22,Income_Tax,0.0,No
COMP200878,CL111070,disclosure,08/09/2022,04/09/2022,Compliant,1.16,Income_Tax,0.0,No
COMP200879,CL111198,AML,27/02/2023,22/02/2023,Compliant,1.25,FIU,0.0,No
COMP200880,CL114685,AML,30/07/2021,28/07/2021,Compliant,1.97,FIU,0.0,No
COMP200881,CL112535,disclosure,07/06/2021,08/06/2021,Compliant,3.93,FIU,0.0,No
COMP200882,CL104051,disclosure,25/01/2023,,Pending,5.66,RBI,0.0,Yes
COMP200883,CL102404,tax_reporting,27/06/2022,27/06/2022,Compliant,3.68,RBI,0.0,No
COMP200884,CL113599,KYC,01/01/2024,31/12/2023,Compliant,1.23,SEBI,0.0,No
COMP200885,CL100061,AML,12/12/2023,08/12/2023,Compliant,1.92,Income_Tax,0.0,No
COMP200886,CL116259,AML,17/09/2021,13/09/2021,Compliant,1.69,FIU,0.0,No
COMP200887,CL118116,KYC,31/03/2025,31/03/2025,Compliant,3.04,SEBI,0.0,No
COMP200888,CL111645,KYC,22/03/2023,18/03/2023,Compliant,2.86,Income_Tax,0.0,No
COMP200889,CL118260,tax_reporting,22/05/2023,,Pending,5.4,Income_Tax,0.0,Yes
COMP200890,CL115344,tax_reporting,18/02/2024,,Pending,6.81,SEBI,0.0,Yes
COMP200891,CL106409,KYC,27/09/2022,28/09/2022,Compliant,3.04,SEBI,0.0,No
COMP200892,CL113351,disclosure,29/05/2021,,Pending,5.92,RBI,0.0,Yes
COMP200893,CL107479,tax_reporting,21/03/2023,16/03/2023,Compliant,3.97,SEBI,0.0,No
COMP200894,CL115870,tax_reporting,22/02/2025,20/02/2025,Compliant,1.28,FIU,0.0,No
COMP200895,CL119996,KYC,25/12/2022,21/12/2022,Compliant,2.14,FIU,0.0,No
COMP200896,CL100225,AML,06/12/2021,05/12/2021,Compliant,1.67,FIU,0.0,No
COMP200897,CL112195,tax_reporting,29/06/2025,26/06/2025,Compliant,2.74,FIU,0.0,No
COMP200898,CL103038,KYC,08/08/2023,10/08/2023,Compliant,3.25,Income_Tax,0.0,No
COMP200899,CL116152,AML,28/07/2022,25/07/2022,Compliant,2.92,RBI,0.0,No
COMP200900,CL111091,tax_reporting,17/05/2024,22/05/2024,Compliant,3.33,RBI,0.0,No
COMP200901,CL103800,AML,24/05/2023,20/05/2023,Compliant,1.98,RBI,0.0,No
COMP200902,CL107171,AML,19/09/2022,16/09/2022,Compliant,1.84,FIU,0.0,No
COMP200903,CL119553,KYC,29/06/2025,04/07/2025,Compliant,1.24,SEBI,0.0,No
COMP200904,CL117281,disclosure,21/05/2023,04/06/2023,Non_compliant,8.29,Income_Tax,38979.44,Yes
COMP200905,CL118123,disclosure,14/05/2022,15/05/2022,Compliant,3.71,RBI,0.0,No
COMP200906,CL118125,AML,17/05/2022,13/05/2022,Compliant,2.84,RBI,0.0,No
COMP200907,CL114041,tax_reporting,22/09/2023,25/09/2023,Compliant,1.51,SEBI,0.0,No
COMP200908,CL114287,KYC,22/04/2022,23/04/2022,Compliant,3.56,FIU,0.0,No
COMP200909,CL119251,AML,15/05/2023,15/05/2023,Compliant,1.38,RBI,0.0,No
COMP200910,CL114984,tax_reporting,06/02/2025,11/02/2025,Compliant,3.68,SEBI,0.0,No
COMP200911,CL110170,KYC,03/11/2021,06/11/2021,Compliant,2.6,Income_Tax,0.0,No
COMP200912,CL117929,AML,07/06/2023,08/06/2023,Compliant,1.79,RBI,0.0,No
COMP200913,CL115258,KYC,24/03/2023,26/03/2023,Compliant,1.41,Income_Tax,0.0,No
COMP200914,CL104619,KYC,15/04/2022,18/04/2022,Compliant,1.1,SEBI,0.0,No
COMP200915,CL100794,AML,29/04/2024,24/04/2024,Compliant,1.62,RBI,0.0,No
COMP200916,CL110499,KYC,13/11/2022,16/11/2022,Compliant,1.62,FIU,0.0,No
COMP200917,CL113179,AML,21/11/2022,09/01/2023,Non_compliant,7.49,SEBI,48781.37,Yes
COMP200918,CL104028,tax_reporting,08/07/2022,09/07/2022,Compliant,2.38,FIU,0.0,No
COMP200919,CL102918,disclosure,25/09/2021,20/09/2021,Compliant,1.84,RBI,0.0,No
COMP200920,CL108612,KYC,21/06/2023,23/06/2023,Compliant,1.38,FIU,0.0,No
COMP200921,CL117873,KYC,25/05/2025,24/05/2025,Compliant,3.64,FIU,0.0,No
COMP200922,CL103191,KYC,29/03/2022,01/04/2022,Compliant,3.78,SEBI,0.0,No
COMP200923,CL116971,KYC,16/12/2024,18/12/2024,Compliant,1.12,RBI,0.0,No
COMP200924,CL103654,disclosure,07/07/2023,08/07/2023,Compliant,1.11,RBI,0.0,No
COMP200925,CL100599,KYC,09/04/2021,12/04/2021,Compliant,2.5,SEBI,0.0,No
COMP200926,CL118917,tax_reporting,28/11/2021,,Pending,4.34,RBI,0.0,Yes
COMP200927,CL112097,AML,18/11/2022,19/11/2022,Compliant,1.01,FIU,0.0,No
COMP200928,CL110354,disclosure,07/10/2022,10/10/2022,Compliant,3.52,SEBI,0.0,No
COMP200929,CL114850,KYC,27/11/2021,01/12/2021,Compliant,3.92,FIU,0.0,No
COMP200930,CL105106,disclosure,04/09/2022,30/08/2022,Compliant,3.45,Income_Tax,0.0,No
COMP200931,CL110149,tax_reporting,01/04/2025,,Pending,4.24,Income_Tax,0.0,Yes
COMP200932,CL118903,disclosure,05/04/2024,,Pending,6.4,FIU,0.0,Yes
COMP200933,CL113698,KYC,29/07/2023,31/07/2023,Compliant,3.32,FIU,0.0,No
COMP200934,CL100575,disclosure,05/03/2023,09/03/2023,Compliant,1.51,SEBI,0.0,No
COMP200935,CL114175,tax_reporting,07/02/2021,,Pending,6.33,Income_Tax,0.0,Yes
COMP200936,CL119795,KYC,09/11/2023,05/11/2023,Compliant,3.53,RBI,0.0,No
COMP200937,CL109448,AML,25/01/2024,29/01/2024,Compliant,1.83,RBI,0.0,No
COMP200938,CL101260,tax_reporting,28/07/2024,,Pending,6.32,SEBI,0.0,Yes
COMP200939,CL114721,disclosure,28/10/2021,,Pending,6.9,Income_Tax,0.0,Yes
COMP200940,CL105197,tax_reporting,01/10/2021,02/10/2021,Compliant,3.57,Income_Tax,0.0,No
COMP200941,CL104054,AML,21/10/2023,,Pending,5.98,RBI,0.0,Yes
COMP200942,CL103530,disclosure,19/03/2023,22/03/2023,Compliant,1.47,SEBI,0.0,No
COMP200943,CL100476,disclosure,21/12/2022,18/12/2022,Compliant,1.06,SEBI,0.0,No
COMP200944,CL104880,tax_reporting,04/03/2022,02/03/2022,Compliant,1.97,Income_Tax,0.0,No
COMP200945,CL102883,disclosure,04/02/2023,02/02/2023,Compliant,1.32,Income_Tax,0.0,No
COMP200946,CL109737,AML,25/03/2025,27/03/2025,Compliant,2.91,RBI,0.0,No
COMP200947,CL105806,KYC,16/09/2022,19/09/2022,Compliant,3.19,Income_Tax,0.0,No
COMP200948,CL112464,KYC,16/04/2021,15/04/2021,Compliant,1.35,SEBI,0.0,No
COMP200949,CL100164,disclosure,06/06/2022,06/06/2022,Compliant,1.6,SEBI,0.0,No
COMP200950,CL118713,tax_reporting,15/03/2021,14/03/2021,Compliant,2.92,FIU,0.0,No
COMP200951,CL101687,KYC,02/09/2023,,Pending,4.14,SEBI,0.0,Yes
COMP200952,CL107007,disclosure,08/12/2022,,Pending,5.84,Income_Tax,0.0,Yes
COMP200953,CL117942,KYC,14/02/2024,10/04/2024,Non_compliant,6.79,Income_Tax,49359.51,Yes
COMP200954,CL109037,disclosure,13/12/2022,08/12/2022,Compliant,3.06,Income_Tax,0.0,No
COMP200955,CL106890,KYC,31/01/2023,03/02/2023,Compliant,3.1,RBI,0.0,No
COMP200956,CL115107,KYC,27/02/2025,25/02/2025,Compliant,2.94,SEBI,0.0,No
COMP200957,CL100492,disclosure,26/02/2024,26/02/2024,Compliant,2.53,Income_Tax,0.0,No
COMP200958,CL104547,AML,19/09/2022,24/09/2022,Compliant,2.85,SEBI,0.0,No
COMP200959,CL108844,AML,12/08/2024,,Pending,6.47,SEBI,0.0,Yes
COMP200960,CL118049,AML,03/08/2022,07/08/2022,Compliant,2.97,RBI,0.0,No
COMP200961,CL117832,AML,11/12/2024,11/12/2024,Compliant,3.34,FIU,0.0,No
COMP200962,CL102283,disclosure,23/11/2022,26/11/2022,Compliant,3.15,SEBI,0.0,No
COMP200963,CL117993,AML,21/04/2021,23/04/2021,Compliant,3.83,SEBI,0.0,No
COMP200964,CL101450,KYC,17/06/2024,20/06/2024,Compliant,3.24,Income_Tax,0.0,No
COMP200965,CL104946,KYC,19/12/2024,21/12/2024,Compliant,2.54,FIU,0.0,No
COMP200966,CL106349,tax_reporting,22/12/2022,19/12/2022,Compliant,2.38,SEBI,0.0,No
COMP200967,CL105468,disclosure,08/08/2024,13/08/2024,Compliant,3.51,SEBI,0.0,No
COMP200968,CL106245,tax_reporting,26/02/2021,27/02/2021,Compliant,2.69,RBI,0.0,No
COMP200969,CL102244,AML,06/08/2024,,Pending,5.25,Income_Tax,0.0,Yes
COMP200970,CL105973,AML,12/05/2025,,Pending,4.55,RBI,0.0,Yes
COMP200971,CL111061,disclosure,24/07/2021,27/07/2021,Compliant,1.43,FIU,0.0,No
COMP200972,CL106833,tax_reporting,05/03/2025,06/03/2025,Compliant,3.54,RBI,0.0,No
COMP200973,CL106883,tax_reporting,24/08/2022,29/08/2022,Compliant,3.29,RBI,0.0,No
COMP200974,CL115253,KYC,29/04/2024,08/06/2024,Non_compliant,6.98,FIU,35635.06,Yes
COMP200975,CL108582,AML,06/08/2022,09/08/2022,Compliant,1.42,SEBI,0.0,No
COMP200976,CL116670,AML,07/01/2021,19/02/2021,Non_compliant,7.43,FIU,32033.45,Yes
COMP200977,CL101427,AML,15/01/2023,19/01/2023,Compliant,2.5,FIU,0.0,No
COMP200978,CL119826,tax_reporting,10/03/2025,,Pending,6.16,RBI,0.0,Yes
COMP200979,CL119412,disclosure,03/06/2025,,Pending,5.47,Income_Tax,0.0,Yes
COMP200980,CL102159,tax_reporting,06/02/2021,11/02/2021,Compliant,1.02,Income_Tax,0.0,No
COMP200981,CL106914,KYC,08/07/2023,04/07/2023,Compliant,1.03,Income_Tax,0.0,No
COMP200982,CL119311,AML,29/01/2025,30/01/2025,Compliant,3.24,SEBI,0.0,No
COMP200983,CL110824,AML,04/09/2023,30/08/2023,Compliant,1.49,RBI,0.0,No
COMP200984,CL101013,AML,10/08/2023,15/08/2023,Compliant,1.12,FIU,0.0,No
COMP200985,CL107912,disclosure,01/06/2025,04/06/2025,Compliant,2.09,Income_Tax,0.0,No
COMP200986,CL115381,KYC,18/04/2025,22/04/2025,Compliant,2.33,Income_Tax,0.0,No
COMP200987,CL115744,KYC,12/03/2024,07/03/2024,Compliant,2.18,SEBI,0.0,No
COMP200988,CL108775,KYC,23/11/2022,19/11/2022,Compliant,2.48,SEBI,0.0,No
COMP200989,CL104447,KYC,17/06/2021,16/06/2021,Compliant,2.74,SEBI,0.0,No
COMP200990,CL100455,tax_reporting,07/11/2022,11/11/2022,Compliant,1.8,Income_Tax,0.0,No
COMP200991,CL113521,tax_reporting,10/11/2022,13/11/2022,Compliant,1.08,FIU,0.0,No
COMP200992,CL108465,disclosure,07/03/2025,09/03/2025,Compliant,3.6,FIU,0.0,No
COMP200993,CL109712,AML,02/10/2024,05/10/2024,Compliant,3.47,Income_Tax,0.0,No
COMP200994,CL101635,KYC,29/03/2025,28/03/2025,Compliant,3.94,SEBI,0.0,No
COMP200995,CL101616,tax_reporting,27/05/2024,27/05/2024,Compliant,2.4,Income_Tax,0.0,No
COMP200996,CL106728,AML,03/06/2024,01/06/2024,Compliant,1.77,RBI,0.0,No
COMP200997,CL102116,KYC,11/03/2022,13/04/2022,Non_compliant,6.78,RBI,10171.07,Yes
COMP200998,CL112064,KYC,24/07/2024,20/07/2024,Compliant,3.28,Income_Tax,0.0,No
COMP200999,CL114074,KYC,15/01/2024,19/01/2024,Compliant,1.64,RBI,0.0,No
COMP201000,CL113747,tax_reporting,10/02/2021,05/02/2021,Compliant,1.57,SEBI,0.0,No
COMP201001,CL119302,KYC,17/06/2025,12/06/2025,Compliant,2.35,Income_Tax,0.0,No
COMP201002,CL117444,KYC,22/11/2023,20/11/2023,Compliant,2.09,RBI,0.0,No
COMP201003,CL112937,disclosure,29/11/2021,30/11/2021,Compliant,1.95,FIU,0.0,No
COMP201004,CL116437,KYC,30/01/2024,21/03/2024,Non_compliant,6.18,SEBI,16427.96,Yes
COMP201005,CL105191,disclosure,04/05/2025,01/07/2025,Non_compliant,6.74,Income_Tax,4158.03,Yes
COMP201006,CL113217,tax_reporting,13/04/2024,14/04/2024,Compliant,2.36,RBI,0.0,No
COMP201007,CL116258,tax_reporting,25/03/2023,,Pending,5.94,FIU,0.0,Yes
COMP201008,CL108508,KYC,21/04/2022,19/04/2022,Compliant,1.81,FIU,0.0,No
COMP201009,CL100986,disclosure,14/06/2021,19/06/2021,Compliant,3.63,SEBI,0.0,No
COMP201010,CL100411,AML,31/10/2022,28/10/2022,Compliant,1.2,Income_Tax,0.0,No
COMP201011,CL117433,AML,14/06/2021,12/06/2021,Compliant,3.92,Income_Tax,0.0,No
COMP201012,CL110634,tax_reporting,25/03/2023,21/03/2023,Compliant,3.76,FIU,0.0,No
COMP201013,CL106419,KYC,15/03/2023,13/03/2023,Compliant,2.12,Income_Tax,0.0,No
COMP201014,CL100984,tax_reporting,02/07/2022,03/07/2022,Compliant,3.83,RBI,0.0,No
COMP201015,CL100620,disclosure,08/03/2024,07/03/2024,Compliant,2.85,SEBI,0.0,No
COMP201016,CL106211,disclosure,06/03/2024,07/03/2024,Compliant,1.39,Income_Tax,0.0,No
COMP201017,CL113373,disclosure,19/12/2022,22/12/2022,Compliant,1.0,RBI,0.0,No
COMP201018,CL118916,disclosure,19/02/2022,24/02/2022,Compliant,1.75,RBI,0.0,No
COMP201019,CL100752,KYC,03/01/2023,,Pending,5.58,Income_Tax,0.0,Yes
COMP201020,CL105557,AML,26/11/2021,21/11/2021,Compliant,2.95,SEBI,0.0,No
COMP201021,CL106054,tax_reporting,22/02/2022,27/02/2022,Compliant,2.16,Income_Tax,0.0,No
COMP201022,CL110997,disclosure,22/01/2024,,Pending,4.73,SEBI,0.0,Yes
COMP201023,CL116904,KYC,09/06/2021,13/06/2021,Compliant,3.12,Income_Tax,0.0,No
COMP201024,CL108867,KYC,27/03/2022,28/03/2022,Compliant,3.36,RBI,0.0,No
COMP201025,CL107702,KYC,27/06/2022,28/06/2022,Compliant,1.73,Income_Tax,0.0,No
COMP201026,CL118042,disclosure,27/04/2024,22/04/2024,Compliant,3.19,FIU,0.0,No
COMP201027,CL108242,disclosure,21/04/2023,17/04/2023,Compliant,2.22,FIU,0.0,No
COMP201028,CL109679,KYC,11/06/2025,09/06/2025,Compliant,3.71,SEBI,0.0,No
COMP201029,CL106912,KYC,15/07/2021,16/07/2021,Compliant,2.59,Income_Tax,0.0,No
COMP201030,CL105368,disclosure,24/04/2022,23/04/2022,Compliant,3.46,SEBI,0.0,No
COMP201031,CL114079,disclosure,19/01/2023,24/01/2023,Compliant,3.88,RBI,0.0,No
COMP201032,CL103256,disclosure,29/09/2023,27/09/2023,Compliant,2.31,FIU,0.0,No
COMP201033,CL109893,AML,13/11/2024,16/11/2024,Compliant,2.74,SEBI,0.0,No
COMP201034,CL110063,KYC,30/05/2025,03/06/2025,Compliant,1.41,FIU,0.0,No
COMP201035,CL105773,AML,28/03/2023,02/04/2023,Compliant,2.02,FIU,0.0,No
COMP201036,CL115060,KYC,20/10/2021,19/10/2021,Compliant,2.27,RBI,0.0,No
COMP201037,CL114067,KYC,26/12/2023,24/01/2024,Non_compliant,8.31,SEBI,36298.28,Yes
COMP201038,CL103593,KYC,09/03/2023,14/03/2023,Compliant,3.44,RBI,0.0,No
COMP201039,CL108785,AML,30/01/2021,25/01/2021,Compliant,2.18,Income_Tax,0.0,No
COMP201040,CL115821,KYC,18/05/2023,13/05/2023,Compliant,2.12,Income_Tax,0.0,No
COMP201041,CL101012,KYC,12/04/2023,08/04/2023,Compliant,1.85,SEBI,0.0,No
COMP201042,CL105099,tax_reporting,15/12/2024,15/12/2024,Compliant,1.93,RBI,0.0,No
COMP201043,CL102816,tax_reporting,18/06/2025,15/06/2025,Compliant,3.21,SEBI,0.0,No
COMP201044,CL104538,disclosure,21/12/2024,19/12/2024,Compliant,3.04,FIU,0.0,No
COMP201045,CL107806,KYC,13/04/2022,10/04/2022,Compliant,2.92,Income_Tax,0.0,No
COMP201046,CL114491,disclosure,04/02/2024,05/02/2024,Compliant,3.83,FIU,0.0,No
COMP201047,CL117921,tax_reporting,24/02/2022,20/02/2022,Compliant,2.21,RBI,0.0,No
COMP201048,CL101987,disclosure,08/10/2022,07/10/2022,Compliant,2.55,FIU,0.0,No
COMP201049,CL100041,tax_reporting,03/03/2021,22/04/2021,Non_compliant,8.21,FIU,49448.31,Yes
COMP201050,CL104569,tax_reporting,02/11/2021,05/11/2021,Compliant,3.24,SEBI,0.0,No
COMP201051,CL103047,tax_reporting,18/06/2021,16/06/2021,Compliant,1.87,RBI,0.0,No
COMP201052,CL100072,disclosure,09/04/2024,12/04/2024,Compliant,1.76,Income_Tax,0.0,No
COMP201053,CL103560,disclosure,15/03/2025,10/03/2025,Compliant,2.64,FIU,0.0,No
COMP201054,CL102580,disclosure,03/10/2022,03/10/2022,Compliant,3.04,RBI,0.0,No
COMP201055,CL107378,disclosure,02/07/2025,05/07/2025,Compliant,1.24,FIU,0.0,No
COMP201056,CL110010,disclosure,06/05/2022,07/05/2022,Compliant,2.49,RBI,0.0,No
COMP201057,CL118500,disclosure,17/02/2024,15/02/2024,Compliant,2.88,Income_Tax,0.0,No
COMP201058,CL103994,tax_reporting,30/06/2021,03/07/2021,Compliant,2.65,FIU,0.0,No
COMP201059,CL108839,disclosure,19/07/2022,22/07/2022,Compliant,3.91,RBI,0.0,No
COMP201060,CL100915,KYC,11/01/2023,10/01/2023,Compliant,2.67,RBI,0.0,No
COMP201061,CL116889,KYC,05/02/2025,03/02/2025,Compliant,2.07,Income_Tax,0.0,No
COMP201062,CL104195,disclosure,29/01/2025,03/02/2025,Compliant,2.2,SEBI,0.0,No
COMP201063,CL101080,disclosure,19/08/2024,18/09/2024,Non_compliant,6.61,Income_Tax,13198.22,Yes
COMP201064,CL103830,AML,27/06/2021,24/06/2021,Compliant,3.54,Income_Tax,0.0,No
COMP201065,CL116394,KYC,25/03/2025,29/03/2025,Compliant,2.4,Income_Tax,0.0,No
COMP201066,CL113395,tax_reporting,29/12/2022,,Pending,5.71,Income_Tax,0.0,Yes
COMP201067,CL109054,tax_reporting,12/05/2025,13/05/2025,Compliant,1.37,RBI,0.0,No
COMP201068,CL117727,AML,06/10/2023,06/10/2023,Compliant,3.68,RBI,0.0,No
COMP201069,CL117945,AML,03/05/2025,06/05/2025,Compliant,2.25,FIU,0.0,No
COMP201070,CL100891,AML,15/11/2022,20/11/2022,Compliant,2.61,FIU,0.0,No
COMP201071,CL111549,disclosure,21/04/2024,24/04/2024,Compliant,3.73,SEBI,0.0,No
COMP201072,CL117151,AML,18/11/2024,19/11/2024,Compliant,3.22,Income_Tax,0.0,No
COMP201073,CL104993,KYC,26/02/2022,22/02/2022,Compliant,1.74,FIU,0.0,No
COMP201074,CL117267,KYC,12/06/2022,12/06/2022,Compliant,2.07,FIU,0.0,No
COMP201075,CL116479,KYC,18/06/2022,17/06/2022,Compliant,1.02,FIU,0.0,No
COMP201076,CL109946,tax_reporting,08/09/2022,11/09/2022,Compliant,2.38,Income_Tax,0.0,No
COMP201077,CL100478,disclosure,31/10/2023,26/10/2023,Compliant,3.31,RBI,0.0,No
COMP201078,CL108186,AML,06/01/2021,06/01/2021,Compliant,2.43,Income_Tax,0.0,No
COMP201079,CL111406,KYC,14/06/2025,,Pending,6.95,RBI,0.0,Yes
COMP201080,CL102080,KYC,14/09/2022,10/09/2022,Compliant,1.72,RBI,0.0,No
COMP201081,CL115570,AML,23/10/2024,21/10/2024,Compliant,3.92,Income_Tax,0.0,No
